Any,Provincia,Comarca,CDMUN,Municipi,Codi_Sector,Descripcio_Sector,Consum [kWh],Observacions
2015,BARCELONA,VALLES ORIENTAL,08248,SANTA EULALIA DE RONÇANA,1,PRIMARI,382264,
2015,BARCELONA,VALLES ORIENTAL,08248,SANTA EULALIA DE RONÇANA,3,INDUSTRIAL,10182500,
2015,BARCELONA,VALLES ORIENTAL,08248,SANTA EULALIA DE RONÇANA,4,CONSTRUCCIO I OBRES PUBLIQUES,855663,
2015,BARCELONA,VALLES ORIENTAL,08248,SANTA EULALIA DE RONÇANA,6,TERCIARI,5964453,
2015,BARCELONA,VALLES ORIENTAL,08248,SANTA EULALIA DE RONÇANA,7,USOS DOMESTICS,10237772,
2015,BARCELONA,ALT PENEDES,08249,SANTA FE DEL PENEDES,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,ALT PENEDES,08249,SANTA FE DEL PENEDES,6,TERCIARI,115571,
2015,BARCELONA,ALT PENEDES,08249,SANTA FE DEL PENEDES,7,USOS DOMESTICS,609620,
2015,BARCELONA,ANOIA,08250,SANTA MARGARIDA DE MONTBUI,1,PRIMARI,26087,
2015,BARCELONA,ANOIA,08250,SANTA MARGARIDA DE MONTBUI,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,ANOIA,08250,SANTA MARGARIDA DE MONTBUI,4,CONSTRUCCIO I OBRES PUBLIQUES,56861,
2015,BARCELONA,ANOIA,08250,SANTA MARGARIDA DE MONTBUI,6,TERCIARI,6686923,
2015,BARCELONA,ANOIA,08250,SANTA MARGARIDA DE MONTBUI,7,USOS DOMESTICS,10423916,
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,1,PRIMARI,82574,
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,3,INDUSTRIAL,271785801,
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,4,CONSTRUCCIO I OBRES PUBLIQUES,31129,
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,6,TERCIARI,6958460,
2015,BARCELONA,ALT PENEDES,08251,SANTA MARGARIDA I ELS MONJOS,7,USOS DOMESTICS,8433082,
2015,BARCELONA,VALLES OCCIDENTAL,08252,BARBERA DEL VALLES,1,PRIMARI,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES OCCIDENTAL,08252,BARBERA DEL VALLES,3,INDUSTRIAL,165852905,
2015,BARCELONA,VALLES OCCIDENTAL,08252,BARBERA DEL VALLES,4,CONSTRUCCIO I OBRES PUBLIQUES,349206,
2015,BARCELONA,VALLES OCCIDENTAL,08252,BARBERA DEL VALLES,6,TERCIARI,75345798,
2015,BARCELONA,VALLES OCCIDENTAL,08252,BARBERA DEL VALLES,7,USOS DOMESTICS,35690229,
2015,BARCELONA,OSONA,08253,SANTA MARIA DE BESORA,1,PRIMARI,320171,
2015,BARCELONA,OSONA,08253,SANTA MARIA DE BESORA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08253,SANTA MARIA DE BESORA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08253,SANTA MARIA DE BESORA,6,TERCIARI,111791,
2015,BARCELONA,OSONA,08253,SANTA MARIA DE BESORA,7,USOS DOMESTICS,190289,
2015,BARCELONA,OSONA,08254,"ESQUIROL, L’",1,PRIMARI,2141168,
2015,BARCELONA,OSONA,08254,"ESQUIROL, L’",3,INDUSTRIAL,,Dada subjecta a secret estadístic. Inclou el comsum del sector energètic.
2015,BARCELONA,OSONA,08254,"ESQUIROL, L’",4,CONSTRUCCIO I OBRES PUBLIQUES,220369,
2015,BARCELONA,OSONA,08254,"ESQUIROL, L’",6,TERCIARI,1612339,
2015,BARCELONA,OSONA,08254,"ESQUIROL, L’",7,USOS DOMESTICS,3376684,
2015,BARCELONA,BERGUEDA,08255,SANTA MARIA DE MERLES,1,PRIMARI,71777,
2015,BARCELONA,BERGUEDA,08255,SANTA MARIA DE MERLES,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,BERGUEDA,08255,SANTA MARIA DE MERLES,6,TERCIARI,762358,
2015,BARCELONA,BERGUEDA,08255,SANTA MARIA DE MERLES,7,USOS DOMESTICS,508533,
2015,BARCELONA,VALLES ORIENTAL,08256,SANTA MARIA DE MARTORELLES,1,PRIMARI,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08256,SANTA MARIA DE MARTORELLES,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08256,SANTA MARIA DE MARTORELLES,6,TERCIARI,403177,
2015,BARCELONA,VALLES ORIENTAL,08256,SANTA MARIA DE MARTORELLES,7,USOS DOMESTICS,1178805,
2015,BARCELONA,ANOIA,08257,SANTA MARIA DE MIRALLES,1,PRIMARI,7516,
2015,BARCELONA,ANOIA,08257,SANTA MARIA DE MIRALLES,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,ANOIA,08257,SANTA MARIA DE MIRALLES,6,TERCIARI,258418,
2015,BARCELONA,ANOIA,08257,SANTA MARIA DE MIRALLES,7,USOS DOMESTICS,163519,
2015,BARCELONA,MOIANES,08258,SANTA MARIA D'OLO,1,PRIMARI,3872,
2015,BARCELONA,MOIANES,08258,SANTA MARIA D'OLO,3,INDUSTRIAL,5424643,
2015,BARCELONA,MOIANES,08258,SANTA MARIA D'OLO,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,MOIANES,08258,SANTA MARIA D'OLO,6,TERCIARI,677657,
2015,BARCELONA,MOIANES,08258,SANTA MARIA D'OLO,7,USOS DOMESTICS,1688383,
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,1,PRIMARI,25694,
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,3,INDUSTRIAL,12792799,
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,4,CONSTRUCCIO I OBRES PUBLIQUES,69775,
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,6,TERCIARI,12319468,
2015,BARCELONA,VALLES ORIENTAL,08259,SANTA MARIA DE PALAUTORDERA,7,USOS DOMESTICS,12906588,
2015,BARCELONA,VALLES OCCIDENTAL,08260,SANTA PERPETUA DE MOGODA,1,PRIMARI,119554,
2015,BARCELONA,VALLES OCCIDENTAL,08260,SANTA PERPETUA DE MOGODA,3,INDUSTRIAL,169920751,Inclou el consum del sector energètic.
2015,BARCELONA,VALLES OCCIDENTAL,08260,SANTA PERPETUA DE MOGODA,4,CONSTRUCCIO I OBRES PUBLIQUES,108245,
2015,BARCELONA,VALLES OCCIDENTAL,08260,SANTA PERPETUA DE MOGODA,6,TERCIARI,55835670,
2015,BARCELONA,VALLES OCCIDENTAL,08260,SANTA PERPETUA DE MOGODA,7,USOS DOMESTICS,28347857,
2015,BARCELONA,MARESME,08261,SANTA SUSANNA,1,PRIMARI,15774,
2015,BARCELONA,MARESME,08261,SANTA SUSANNA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,MARESME,08261,SANTA SUSANNA,4,CONSTRUCCIO I OBRES PUBLIQUES,32326,
2015,BARCELONA,MARESME,08261,SANTA SUSANNA,6,TERCIARI,30634380,
2015,BARCELONA,MARESME,08261,SANTA SUSANNA,7,USOS DOMESTICS,5959935,
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,1,PRIMARI,20617,
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,3,INDUSTRIAL,11200044,
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,4,CONSTRUCCIO I OBRES PUBLIQUES,102229,
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,6,TERCIARI,7632816,
2015,BARCELONA,BAGES,08262,SANT VICENÇ DE CASTELLET,7,USOS DOMESTICS,10416780,
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,1,PRIMARI,112550,
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,3,INDUSTRIAL,202042968,
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,4,CONSTRUCCIO I OBRES PUBLIQUES,276382,
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,6,TERCIARI,26339278,
2015,BARCELONA,BAIX LLOBREGAT,08263,SANT VICENÇ DELS HORTS,7,USOS DOMESTICS,29742187,
2015,BARCELONA,MARESME,08264,SANT VICENÇ DE MONTALT,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,MARESME,08264,SANT VICENÇ DE MONTALT,4,CONSTRUCCIO I OBRES PUBLIQUES,108903,
2015,BARCELONA,MARESME,08264,SANT VICENÇ DE MONTALT,6,TERCIARI,6313568,
2015,BARCELONA,MARESME,08264,SANT VICENÇ DE MONTALT,7,USOS DOMESTICS,13195392,
2015,BARCELONA,OSONA,08265,SANT VICENÇ DE TORELLO,1,PRIMARI,37083,
2015,BARCELONA,OSONA,08265,SANT VICENÇ DE TORELLO,3,INDUSTRIAL,13439504,
2015,BARCELONA,OSONA,08265,SANT VICENÇ DE TORELLO,4,CONSTRUCCIO I OBRES PUBLIQUES,15140,
2015,BARCELONA,OSONA,08265,SANT VICENÇ DE TORELLO,6,TERCIARI,1372208,
2015,BARCELONA,OSONA,08265,SANT VICENÇ DE TORELLO,7,USOS DOMESTICS,2750574,
2015,BARCELONA,VALLES OCCIDENTAL,08266,CERDANYOLA DEL VALLES,1,PRIMARI,3645,
2015,BARCELONA,VALLES OCCIDENTAL,08266,CERDANYOLA DEL VALLES,3,INDUSTRIAL,50170557,
2015,BARCELONA,VALLES OCCIDENTAL,08266,CERDANYOLA DEL VALLES,4,CONSTRUCCIO I OBRES PUBLIQUES,475834,
2015,BARCELONA,VALLES OCCIDENTAL,08266,CERDANYOLA DEL VALLES,6,TERCIARI,182771218,
2015,BARCELONA,VALLES OCCIDENTAL,08266,CERDANYOLA DEL VALLES,7,USOS DOMESTICS,70557058,
2015,BARCELONA,VALLES OCCIDENTAL,08267,SENTMENAT,1,PRIMARI,486117,
2015,BARCELONA,VALLES OCCIDENTAL,08267,SENTMENAT,3,INDUSTRIAL,30016646,
2015,BARCELONA,VALLES OCCIDENTAL,08267,SENTMENAT,4,CONSTRUCCIO I OBRES PUBLIQUES,451884,
2015,BARCELONA,VALLES OCCIDENTAL,08267,SENTMENAT,6,TERCIARI,11210752,
2015,BARCELONA,VALLES OCCIDENTAL,08267,SENTMENAT,7,USOS DOMESTICS,10491839,
2015,BARCELONA,BERGUEDA,08268,CERCS,1,PRIMARI,35995,
2015,BARCELONA,BERGUEDA,08268,CERCS,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,BERGUEDA,08268,CERCS,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,BERGUEDA,08268,CERCS,6,TERCIARI,2222721,
2015,BARCELONA,BERGUEDA,08268,CERCS,7,USOS DOMESTICS,2334707,
2015,BARCELONA,OSONA,08269,SEVA,1,PRIMARI,154166,
2015,BARCELONA,OSONA,08269,SEVA,3,INDUSTRIAL,21174757,
2015,BARCELONA,OSONA,08269,SEVA,4,CONSTRUCCIO I OBRES PUBLIQUES,968947,
2015,BARCELONA,OSONA,08269,SEVA,6,TERCIARI,9278667,
2015,BARCELONA,OSONA,08269,SEVA,7,USOS DOMESTICS,5648146,
2015,BARCELONA,GARRAF,08270,SITGES,1,PRIMARI,8113,
2015,BARCELONA,GARRAF,08270,SITGES,3,INDUSTRIAL,12716709,
2015,BARCELONA,GARRAF,08270,SITGES,4,CONSTRUCCIO I OBRES PUBLIQUES,269672,
2015,BARCELONA,GARRAF,08270,SITGES,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,GARRAF,08270,SITGES,6,TERCIARI,67935164,
2015,BARCELONA,GARRAF,08270,SITGES,7,USOS DOMESTICS,56785392,
2015,BARCELONA,OSONA,08271,SOBREMUNT,1,PRIMARI,28257,
2015,BARCELONA,OSONA,08271,SOBREMUNT,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08271,SOBREMUNT,6,TERCIARI,37608,
2015,BARCELONA,OSONA,08271,SOBREMUNT,7,USOS DOMESTICS,143815,
2015,BARCELONA,OSONA,08272,SORA,1,PRIMARI,537782,
2015,BARCELONA,OSONA,08272,SORA,3,INDUSTRIAL,270805,
2015,BARCELONA,OSONA,08272,SORA,4,CONSTRUCCIO I OBRES PUBLIQUES,78400,
2015,BARCELONA,OSONA,08272,SORA,6,TERCIARI,399169,
2015,BARCELONA,OSONA,08272,SORA,7,USOS DOMESTICS,376230,
2015,BARCELONA,ALT PENEDES,08273,SUBIRATS,1,PRIMARI,,Dada subjecta a secret estadístic.
2015,BARCELONA,ALT PENEDES,08273,SUBIRATS,3,INDUSTRIAL,5697907,
2015,BARCELONA,ALT PENEDES,08273,SUBIRATS,4,CONSTRUCCIO I OBRES PUBLIQUES,182461,
2015,BARCELONA,ALT PENEDES,08273,SUBIRATS,6,TERCIARI,7573928,
2015,BARCELONA,ALT PENEDES,08273,SUBIRATS,7,USOS DOMESTICS,4857674,
2015,BARCELONA,BAGES,08274,SURIA,1,PRIMARI,79112,
2015,BARCELONA,BAGES,08274,SURIA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,BAGES,08274,SURIA,4,CONSTRUCCIO I OBRES PUBLIQUES,572437,
2015,BARCELONA,BAGES,08274,SURIA,6,TERCIARI,5682118,
2015,BARCELONA,BAGES,08274,SURIA,7,USOS DOMESTICS,7324076,
2015,BARCELONA,OSONA,08275,TAVERNOLES,1,PRIMARI,445440,
2015,BARCELONA,OSONA,08275,TAVERNOLES,3,INDUSTRIAL,430277,
2015,BARCELONA,OSONA,08275,TAVERNOLES,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08275,TAVERNOLES,6,TERCIARI,557674,
2015,BARCELONA,OSONA,08275,TAVERNOLES,7,USOS DOMESTICS,805653,
2015,BARCELONA,VALLES ORIENTAL,08276,TAGAMANENT,1,PRIMARI,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08276,TAGAMANENT,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08276,TAGAMANENT,4,CONSTRUCCIO I OBRES PUBLIQUES,35640,
2015,BARCELONA,VALLES ORIENTAL,08276,TAGAMANENT,6,TERCIARI,568996,
2015,BARCELONA,VALLES ORIENTAL,08276,TAGAMANENT,7,USOS DOMESTICS,569514,
2015,BARCELONA,BAGES,08277,TALAMANCA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,BAGES,08277,TALAMANCA,4,CONSTRUCCIO I OBRES PUBLIQUES,13080,
2015,BARCELONA,BAGES,08277,TALAMANCA,6,TERCIARI,210307,
2015,BARCELONA,BAGES,08277,TALAMANCA,7,USOS DOMESTICS,403469,
2015,BARCELONA,OSONA,08278,TARADELL,1,PRIMARI,559580,
2015,BARCELONA,OSONA,08278,TARADELL,3,INDUSTRIAL,2945690,
2015,BARCELONA,OSONA,08278,TARADELL,4,CONSTRUCCIO I OBRES PUBLIQUES,856419,
2015,BARCELONA,OSONA,08278,TARADELL,6,TERCIARI,6023299,
2015,BARCELONA,OSONA,08278,TARADELL,7,USOS DOMESTICS,8776409,
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,1,PRIMARI,2215497,
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,3,INDUSTRIAL,118789187,Inclou el consum del sector energètic.
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,4,CONSTRUCCIO I OBRES PUBLIQUES,2247502,
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,6,TERCIARI,291000439,
2015,BARCELONA,VALLES OCCIDENTAL,08279,TERRASSA,7,USOS DOMESTICS,236500672,
2015,BARCELONA,OSONA,08280,TAVERTET,1,PRIMARI,241526,
2015,BARCELONA,OSONA,08280,TAVERTET,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08280,TAVERTET,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,OSONA,08280,TAVERTET,6,TERCIARI,195465,
2015,BARCELONA,OSONA,08280,TAVERTET,7,USOS DOMESTICS,284135,
2015,BARCELONA,MARESME,08281,TEIA,1,PRIMARI,134873,
2015,BARCELONA,MARESME,08281,TEIA,3,INDUSTRIAL,1242141,
2015,BARCELONA,MARESME,08281,TEIA,4,CONSTRUCCIO I OBRES PUBLIQUES,90807,
2015,BARCELONA,MARESME,08281,TEIA,6,TERCIARI,5709182,
2015,BARCELONA,MARESME,08281,TEIA,7,USOS DOMESTICS,9701041,
2015,BARCELONA,MARESME,08282,TIANA,1,PRIMARI,92316,
2015,BARCELONA,MARESME,08282,TIANA,3,INDUSTRIAL,109455,
2015,BARCELONA,MARESME,08282,TIANA,4,CONSTRUCCIO I OBRES PUBLIQUES,31072,
2015,BARCELONA,MARESME,08282,TIANA,6,TERCIARI,4140904,
2015,BARCELONA,MARESME,08282,TIANA,7,USOS DOMESTICS,11517362,
2015,BARCELONA,OSONA,08283,TONA,1,PRIMARI,409562,
2015,BARCELONA,OSONA,08283,TONA,3,INDUSTRIAL,15403365,
2015,BARCELONA,OSONA,08283,TONA,4,CONSTRUCCIO I OBRES PUBLIQUES,1410340,
2015,BARCELONA,OSONA,08283,TONA,6,TERCIARI,7200935,
2015,BARCELONA,OSONA,08283,TONA,7,USOS DOMESTICS,9954090,
2015,BARCELONA,MARESME,08284,TORDERA,1,PRIMARI,214743,
2015,BARCELONA,MARESME,08284,TORDERA,3,INDUSTRIAL,4592260,
2015,BARCELONA,MARESME,08284,TORDERA,4,CONSTRUCCIO I OBRES PUBLIQUES,266099,
2015,BARCELONA,MARESME,08284,TORDERA,6,TERCIARI,40011266,
2015,BARCELONA,MARESME,08284,TORDERA,7,USOS DOMESTICS,21234385,
2015,BARCELONA,OSONA,08285,TORELLO,1,PRIMARI,231128,
2015,BARCELONA,OSONA,08285,TORELLO,3,INDUSTRIAL,29762295,
2015,BARCELONA,OSONA,08285,TORELLO,4,CONSTRUCCIO I OBRES PUBLIQUES,305680,
2015,BARCELONA,OSONA,08285,TORELLO,6,TERCIARI,13913025,
2015,BARCELONA,OSONA,08285,TORELLO,7,USOS DOMESTICS,16925617,
2015,BARCELONA,ANOIA,08286,"TORRE DE CLARAMUNT, LA",1,PRIMARI,29114,
2015,BARCELONA,ANOIA,08286,"TORRE DE CLARAMUNT, LA",3,INDUSTRIAL,40057150,
2015,BARCELONA,ANOIA,08286,"TORRE DE CLARAMUNT, LA",4,CONSTRUCCIO I OBRES PUBLIQUES,70640,
2015,BARCELONA,ANOIA,08286,"TORRE DE CLARAMUNT, LA",6,TERCIARI,3741888,
2015,BARCELONA,ANOIA,08286,"TORRE DE CLARAMUNT, LA",7,USOS DOMESTICS,4697014,
2015,BARCELONA,ALT PENEDES,08287,TORRELAVIT,1,PRIMARI,18555,
2015,BARCELONA,ALT PENEDES,08287,TORRELAVIT,3,INDUSTRIAL,4870940,
2015,BARCELONA,ALT PENEDES,08287,TORRELAVIT,4,CONSTRUCCIO I OBRES PUBLIQUES,30601,
2015,BARCELONA,ALT PENEDES,08287,TORRELAVIT,6,TERCIARI,1832355,
2015,BARCELONA,ALT PENEDES,08287,TORRELAVIT,7,USOS DOMESTICS,1596292,
2015,BARCELONA,ALT PENEDES,08288,TORRELLES DE FOIX,1,PRIMARI,108474,
2015,BARCELONA,ALT PENEDES,08288,TORRELLES DE FOIX,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,ALT PENEDES,08288,TORRELLES DE FOIX,4,CONSTRUCCIO I OBRES PUBLIQUES,101061,
2015,BARCELONA,ALT PENEDES,08288,TORRELLES DE FOIX,6,TERCIARI,1251581,
2015,BARCELONA,ALT PENEDES,08288,TORRELLES DE FOIX,7,USOS DOMESTICS,3237832,
2015,BARCELONA,BAIX LLOBREGAT,08289,TORRELLES DE LLOBREGAT,1,PRIMARI,12808,
2015,BARCELONA,BAIX LLOBREGAT,08289,TORRELLES DE LLOBREGAT,3,INDUSTRIAL,841506,
2015,BARCELONA,BAIX LLOBREGAT,08289,TORRELLES DE LLOBREGAT,4,CONSTRUCCIO I OBRES PUBLIQUES,243331,
2015,BARCELONA,BAIX LLOBREGAT,08289,TORRELLES DE LLOBREGAT,6,TERCIARI,3267417,
2015,BARCELONA,BAIX LLOBREGAT,08289,TORRELLES DE LLOBREGAT,7,USOS DOMESTICS,8099609,
2015,BARCELONA,VALLES OCCIDENTAL,08290,ULLASTRELL,1,PRIMARI,76093,
2015,BARCELONA,VALLES OCCIDENTAL,08290,ULLASTRELL,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES OCCIDENTAL,08290,ULLASTRELL,4,CONSTRUCCIO I OBRES PUBLIQUES,46700,
2015,BARCELONA,VALLES OCCIDENTAL,08290,ULLASTRELL,6,TERCIARI,1263699,
2015,BARCELONA,VALLES OCCIDENTAL,08290,ULLASTRELL,7,USOS DOMESTICS,2808531,
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,1,PRIMARI,3086,
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,3,INDUSTRIAL,12969222,
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,4,CONSTRUCCIO I OBRES PUBLIQUES,141218,
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,6,TERCIARI,11131474,
2015,BARCELONA,VALLES OCCIDENTAL,08291,VACARISSES,7,USOS DOMESTICS,8120359,
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,1,PRIMARI,,Dada subjecta a secret estadístic.
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,3,INDUSTRIAL,1620517,
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,4,CONSTRUCCIO I OBRES PUBLIQUES,18838,
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,5,TRANSPORT,,Dada subjecta a secret estadístic.
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,6,TERCIARI,5365818,
2015,BARCELONA,ANOIA,08292,VALLBONA D'ANOIA,7,USOS DOMESTICS,1510705,
2015,BARCELONA,BERGUEDA,08293,VALLCEBRE,3,INDUSTRIAL,46957,
2015,BARCELONA,BERGUEDA,08293,VALLCEBRE,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,BERGUEDA,08293,VALLCEBRE,6,TERCIARI,133730,
2015,BARCELONA,BERGUEDA,08293,VALLCEBRE,7,USOS DOMESTICS,353563,
2015,BARCELONA,VALLES ORIENTAL,08294,VALLGORGUINA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,VALLES ORIENTAL,08294,VALLGORGUINA,4,CONSTRUCCIO I OBRES PUBLIQUES,47992,
2015,BARCELONA,VALLES ORIENTAL,08294,VALLGORGUINA,6,TERCIARI,1940063,
2015,BARCELONA,VALLES ORIENTAL,08294,VALLGORGUINA,7,USOS DOMESTICS,3871132,
2015,BARCELONA,BAIX LLOBREGAT,08295,VALLIRANA,1,PRIMARI,34383,
2015,BARCELONA,BAIX LLOBREGAT,08295,VALLIRANA,3,INDUSTRIAL,20628053,
2015,BARCELONA,BAIX LLOBREGAT,08295,VALLIRANA,4,CONSTRUCCIO I OBRES PUBLIQUES,2158586,
2015,BARCELONA,BAIX LLOBREGAT,08295,VALLIRANA,6,TERCIARI,9974159,
2015,BARCELONA,BAIX LLOBREGAT,08295,VALLIRANA,7,USOS DOMESTICS,19864203,
2015,BARCELONA,VALLES ORIENTAL,08296,VALLROMANES,1,PRIMARI,5474,
2015,BARCELONA,VALLES ORIENTAL,08296,VALLROMANES,3,INDUSTRIAL,18839,
2015,BARCELONA,VALLES ORIENTAL,08296,VALLROMANES,4,CONSTRUCCIO I OBRES PUBLIQUES,22183,
2015,BARCELONA,VALLES ORIENTAL,08296,VALLROMANES,6,TERCIARI,3399449,
2015,BARCELONA,VALLES ORIENTAL,08296,VALLROMANES,7,USOS DOMESTICS,4787377,
2015,BARCELONA,ANOIA,08297,VECIANA,1,PRIMARI,19274,
2015,BARCELONA,ANOIA,08297,VECIANA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2015,BARCELONA,ANOIA,08297,VECIANA,4,CONSTRUCCIO I OBRES PUBLIQUES,96151,
2015,BARCELONA,ANOIA,08297,VECIANA,6,TERCIARI,214819,
2015,BARCELONA,ANOIA,08297,VECIANA,7,USOS DOMESTICS,374731,
2015,BARCELONA,OSONA,08298,VIC,1,PRIMARI,946326,
2015,BARCELONA,OSONA,08298,VIC,3,INDUSTRIAL,93461026,
2015,BARCELONA,OSONA,08298,VIC,4,CONSTRUCCIO I OBRES PUBLIQUES,709163,
2015,BARCELONA,OSONA,08298,VIC,6,TERCIARI,93502674,
2015,BARCELONA,OSONA,08298,VIC,7,USOS DOMESTICS,54423661,
2015,BARCELONA,BERGUEDA,08299,VILADA,1,PRIMARI,1304,
2015,BARCELONA,BERGUEDA,08299,VILADA,3,INDUSTRIAL,19111,
2015,BARCELONA,BERGUEDA,08299,VILADA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2015,BARCELONA,BERGUEDA,08299,VILADA,6,TERCIARI,353774,
2015,BARCELONA,BERGUEDA,08299,VILADA,7,USOS DOMESTICS,674528,
2015,BARCELONA,VALLES OCCIDENTAL,08300,VILADECAVALLS,1,PRIMARI,23828,
2015,BARCELONA,VALLES OCCIDENTAL,08300,VILADECAVALLS,3,INDUSTRIAL,21994139,
2015,BARCELONA,VALLES OCCIDENTAL,08300,VILADECAVALLS,4,CONSTRUCCIO I OBRES PUBLIQUES,191744,
2015,BARCELONA,VALLES OCCIDENTAL,08300,VILADECAVALLS,6,TERCIARI,10519338,
2015,BARCELONA,VALLES OCCIDENTAL,08300,VILADECAVALLS,7,USOS DOMESTICS,9736372,
2015,BARCELONA,BAIX LLOBREGAT,08301,VILADECANS,1,PRIMARI,288001,
2015,BARCELONA,BAIX LLOBREGAT,08301,VILADECANS,3,INDUSTRIAL,45693032,
