Any,Provincia,Comarca,CDMUN,Municipi,Codi_Sector,Descripcio_Sector,Consum [kWh],Observacions
2017,BARCELONA,BAGES,08059,CASTELLFOLLIT DEL BOIX,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAGES,08059,CASTELLFOLLIT DEL BOIX,6,TERCIARI,251234,
2017,BARCELONA,BAGES,08059,CASTELLFOLLIT DEL BOIX,7,USOS DOMESTICS,846739,
2017,BARCELONA,ANOIA,08060,CASTELLFOLLIT DE RIUBREGOS,1,PRIMARI,130909,
2017,BARCELONA,ANOIA,08060,CASTELLFOLLIT DE RIUBREGOS,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,ANOIA,08060,CASTELLFOLLIT DE RIUBREGOS,6,TERCIARI,189161,
2017,BARCELONA,ANOIA,08060,CASTELLFOLLIT DE RIUBREGOS,7,USOS DOMESTICS,459283,
2017,BARCELONA,BAGES,08061,CASTELLGALI,1,PRIMARI,70892,
2017,BARCELONA,BAGES,08061,CASTELLGALI,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAGES,08061,CASTELLGALI,4,CONSTRUCCIO I OBRES PUBLIQUES,120977,
2017,BARCELONA,BAGES,08061,CASTELLGALI,6,TERCIARI,2480319,
2017,BARCELONA,BAGES,08061,CASTELLGALI,7,USOS DOMESTICS,2986994,
2017,BARCELONA,BAGES,08062,CASTELLNOU DE BAGES,1,PRIMARI,243526,
2017,BARCELONA,BAGES,08062,CASTELLNOU DE BAGES,4,CONSTRUCCIO I OBRES PUBLIQUES,64655,
2017,BARCELONA,BAGES,08062,CASTELLNOU DE BAGES,6,TERCIARI,831191,
2017,BARCELONA,BAGES,08062,CASTELLNOU DE BAGES,7,USOS DOMESTICS,2157725,
2017,BARCELONA,ANOIA,08063,CASTELLOLI,1,PRIMARI,51973,
2017,BARCELONA,ANOIA,08063,CASTELLOLI,3,INDUSTRIAL,28982,
2017,BARCELONA,ANOIA,08063,CASTELLOLI,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,ANOIA,08063,CASTELLOLI,6,TERCIARI,1290173,
2017,BARCELONA,ANOIA,08063,CASTELLOLI,7,USOS DOMESTICS,1082510,
2017,BARCELONA,MOIANES,08064,CASTELLTERÇOL,1,PRIMARI,81539,
2017,BARCELONA,MOIANES,08064,CASTELLTERÇOL,3,INDUSTRIAL,5790038,
2017,BARCELONA,MOIANES,08064,CASTELLTERÇOL,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08064,CASTELLTERÇOL,6,TERCIARI,2651393,
2017,BARCELONA,MOIANES,08064,CASTELLTERÇOL,7,USOS DOMESTICS,3511829,
2017,BARCELONA,ALT PENEDES,08065,CASTELLVI DE LA MARCA,1,PRIMARI,116967,
2017,BARCELONA,ALT PENEDES,08065,CASTELLVI DE LA MARCA,3,INDUSTRIAL,1030469,
2017,BARCELONA,ALT PENEDES,08065,CASTELLVI DE LA MARCA,4,CONSTRUCCIO I OBRES PUBLIQUES,30745,
2017,BARCELONA,ALT PENEDES,08065,CASTELLVI DE LA MARCA,6,TERCIARI,1087508,
2017,BARCELONA,ALT PENEDES,08065,CASTELLVI DE LA MARCA,7,USOS DOMESTICS,2715746,
2017,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,1,PRIMARI,8608,
2017,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,3,INDUSTRIAL,6953737,
2017,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,4,CONSTRUCCIO I OBRES PUBLIQUES,57658,
2017,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,6,TERCIARI,4272506,
2017,BARCELONA,BAIX LLOBREGAT,08066,CASTELLVI DE ROSANES,7,USOS DOMESTICS,3017838,
2017,BARCELONA,OSONA,08067,CENTELLES,1,PRIMARI,160387,
2017,BARCELONA,OSONA,08067,CENTELLES,3,INDUSTRIAL,17208413,
2017,BARCELONA,OSONA,08067,CENTELLES,4,CONSTRUCCIO I OBRES PUBLIQUES,211444,
2017,BARCELONA,OSONA,08067,CENTELLES,5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08067,CENTELLES,6,TERCIARI,10795296,
2017,BARCELONA,OSONA,08067,CENTELLES,7,USOS DOMESTICS,9853239,
2017,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,1,PRIMARI,12972,
2017,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,3,INDUSTRIAL,5896231,
2017,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,4,CONSTRUCCIO I OBRES PUBLIQUES,225421,
2017,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,6,TERCIARI,10800957,
2017,BARCELONA,BAIX LLOBREGAT,08068,CERVELLO,7,USOS DOMESTICS,12819935,
2017,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,1,PRIMARI,31480,
2017,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,3,INDUSTRIAL,2017345,
2017,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,4,CONSTRUCCIO I OBRES PUBLIQUES,44501,
2017,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,6,TERCIARI,4484278,
2017,BARCELONA,BAIX LLOBREGAT,08069,COLLBATO,7,USOS DOMESTICS,7783373,
2017,BARCELONA,MOIANES,08070,COLLSUSPINA,1,PRIMARI,9354,
2017,BARCELONA,MOIANES,08070,COLLSUSPINA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08070,COLLSUSPINA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08070,COLLSUSPINA,6,TERCIARI,459728,
2017,BARCELONA,MOIANES,08070,COLLSUSPINA,7,USOS DOMESTICS,589427,
2017,BARCELONA,ANOIA,08071,COPONS,1,PRIMARI,20075,
2017,BARCELONA,ANOIA,08071,COPONS,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,ANOIA,08071,COPONS,4,CONSTRUCCIO I OBRES PUBLIQUES,17791,
2017,BARCELONA,ANOIA,08071,COPONS,6,TERCIARI,242587,
2017,BARCELONA,ANOIA,08071,COPONS,7,USOS DOMESTICS,405098,
2017,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,1,PRIMARI,110588,
2017,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,3,INDUSTRIAL,,Dada subjecta a secret estadístic. Inclou el consum del sector energètic.
2017,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,4,CONSTRUCCIO I OBRES PUBLIQUES,273896,
2017,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,6,TERCIARI,8866630,
2017,BARCELONA,BAIX LLOBREGAT,08072,CORBERA DE LLOBREGAT,7,USOS DOMESTICS,22976818,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,1,PRIMARI,552689,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,3,INDUSTRIAL,43775993,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,4,CONSTRUCCIO I OBRES PUBLIQUES,860629,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,5,TRANSPORT,14436654,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,6,TERCIARI,222472567,
2017,BARCELONA,BAIX LLOBREGAT,08073,CORNELLA DE LLOBREGAT,7,USOS DOMESTICS,84597635,
2017,BARCELONA,GARRAF,08074,CUBELLES,1,PRIMARI,170287,
2017,BARCELONA,GARRAF,08074,CUBELLES,3,INDUSTRIAL,372767,
2017,BARCELONA,GARRAF,08074,CUBELLES,4,CONSTRUCCIO I OBRES PUBLIQUES,140062,
2017,BARCELONA,GARRAF,08074,CUBELLES,5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,GARRAF,08074,CUBELLES,6,TERCIARI,15823294,
2017,BARCELONA,GARRAF,08074,CUBELLES,7,USOS DOMESTICS,26143681,
2017,BARCELONA,MARESME,08075,DOSRIUS,1,PRIMARI,142690,
2017,BARCELONA,MARESME,08075,DOSRIUS,3,INDUSTRIAL,10031904,
2017,BARCELONA,MARESME,08075,DOSRIUS,4,CONSTRUCCIO I OBRES PUBLIQUES,112908,
2017,BARCELONA,MARESME,08075,DOSRIUS,6,TERCIARI,3538736,
2017,BARCELONA,MARESME,08075,DOSRIUS,7,USOS DOMESTICS,8796583,
2017,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,1,PRIMARI,207116,
2017,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,3,INDUSTRIAL,34737337,
2017,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,4,CONSTRUCCIO I OBRES PUBLIQUES,271380,
2017,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,6,TERCIARI,22930536,
2017,BARCELONA,BAIX LLOBREGAT,08076,ESPARREGUERA,7,USOS DOMESTICS,27838697,
2017,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,3,INDUSTRIAL,24360573,
2017,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,4,CONSTRUCCIO I OBRES PUBLIQUES,561177,
2017,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,6,TERCIARI,85611236,
2017,BARCELONA,BAIX LLOBREGAT,08077,ESPLUGUES DE LLOBREGAT,7,USOS DOMESTICS,51258666,
2017,BARCELONA,BERGUEDA,08078,"ESPUNYOLA, L'",1,PRIMARI,44726,
2017,BARCELONA,BERGUEDA,08078,"ESPUNYOLA, L'",6,TERCIARI,241840,
2017,BARCELONA,BERGUEDA,08078,"ESPUNYOLA, L'",7,USOS DOMESTICS,500472,
2017,BARCELONA,MOIANES,08079,"ESTANY, L'",1,PRIMARI,257085,
2017,BARCELONA,MOIANES,08079,"ESTANY, L'",3,INDUSTRIAL,473833,
2017,BARCELONA,MOIANES,08079,"ESTANY, L'",4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08079,"ESTANY, L'",6,TERCIARI,348300,
2017,BARCELONA,MOIANES,08079,"ESTANY, L'",7,USOS DOMESTICS,690174,
2017,BARCELONA,BERGUEDA,08080,FIGOLS,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,BERGUEDA,08080,FIGOLS,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,BERGUEDA,08080,FIGOLS,6,TERCIARI,29711,
2017,BARCELONA,BERGUEDA,08080,FIGOLS,7,USOS DOMESTICS,24688,
2017,BARCELONA,VALLES ORIENTAL,08081,FOGARS DE MONTCLUS,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08081,FOGARS DE MONTCLUS,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08081,FOGARS DE MONTCLUS,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08081,FOGARS DE MONTCLUS,6,TERCIARI,780175,
2017,BARCELONA,VALLES ORIENTAL,08081,FOGARS DE MONTCLUS,7,USOS DOMESTICS,799332,
2017,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08138,MOIA,6,TERCIARI,5811688,
2017,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,4,CONSTRUCCIO I OBRES PUBLIQUES,56717,
2017,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,6,TERCIARI,3150257,
2017,BARCELONA,SELVA,08082,FOGARS DE LA SELVA,7,USOS DOMESTICS,2501338,
2017,BARCELONA,OSONA,08083,FOLGUEROLES,1,PRIMARI,131100,
2017,BARCELONA,OSONA,08083,FOLGUEROLES,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08083,FOLGUEROLES,4,CONSTRUCCIO I OBRES PUBLIQUES,98061,
2017,BARCELONA,OSONA,08083,FOLGUEROLES,6,TERCIARI,1881676,
2017,BARCELONA,OSONA,08083,FOLGUEROLES,7,USOS DOMESTICS,3040626,
2017,BARCELONA,BAGES,08084,FONOLLOSA,1,PRIMARI,140346,
2017,BARCELONA,BAGES,08084,FONOLLOSA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAGES,08084,FONOLLOSA,4,CONSTRUCCIO I OBRES PUBLIQUES,81779,
2017,BARCELONA,BAGES,08084,FONOLLOSA,6,TERCIARI,461670,
2017,BARCELONA,BAGES,08084,FONOLLOSA,7,USOS DOMESTICS,3055753,
2017,BARCELONA,ALT PENEDES,08085,FONT-RUBI,1,PRIMARI,159862,
2017,BARCELONA,ALT PENEDES,08085,FONT-RUBI,3,INDUSTRIAL,4873715,
2017,BARCELONA,ALT PENEDES,08085,FONT-RUBI,4,CONSTRUCCIO I OBRES PUBLIQUES,26141,
2017,BARCELONA,ALT PENEDES,08085,FONT-RUBI,6,TERCIARI,1143616,
2017,BARCELONA,ALT PENEDES,08085,FONT-RUBI,7,USOS DOMESTICS,2275327,
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",1,PRIMARI,327889,
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",3,INDUSTRIAL,116741497,
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",4,CONSTRUCCIO I OBRES PUBLIQUES,941644,
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",6,TERCIARI,26706272,
2017,BARCELONA,VALLES ORIENTAL,08086,"FRANQUESES DEL VALLES, LES",7,USOS DOMESTICS,23007110,
2017,BARCELONA,VALLES OCCIDENTAL,08087,GALLIFA,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES OCCIDENTAL,08087,GALLIFA,4,CONSTRUCCIO I OBRES PUBLIQUES,59071,
2017,BARCELONA,VALLES OCCIDENTAL,08087,GALLIFA,6,TERCIARI,34834,
2017,BARCELONA,VALLES OCCIDENTAL,08087,GALLIFA,7,USOS DOMESTICS,406230,
2017,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",1,PRIMARI,17211,
2017,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",3,INDUSTRIAL,25497521,
2017,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",4,CONSTRUCCIO I OBRES PUBLIQUES,1257441,
2017,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",6,TERCIARI,22441803,
2017,BARCELONA,VALLES ORIENTAL,08088,"GARRIGA, LA",7,USOS DOMESTICS,19642900,
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,3,INDUSTRIAL,40089951,Inclou el consum del sector energètic.
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,4,CONSTRUCCIO I OBRES PUBLIQUES,623549,
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,6,TERCIARI,80937918,
2017,BARCELONA,BAIX LLOBREGAT,08089,GAVA,7,USOS DOMESTICS,58650466,
2017,BARCELONA,BAGES,08090,GAIA,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAGES,08090,GAIA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,BAGES,08090,GAIA,6,TERCIARI,369569,
2017,BARCELONA,BAGES,08090,GAIA,7,USOS DOMESTICS,363936,
2017,BARCELONA,ALT PENEDES,08091,GELIDA,1,PRIMARI,21271,
2017,BARCELONA,ALT PENEDES,08091,GELIDA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,ALT PENEDES,08091,GELIDA,4,CONSTRUCCIO I OBRES PUBLIQUES,74596,
2017,BARCELONA,ALT PENEDES,08091,GELIDA,6,TERCIARI,8227894,
2017,BARCELONA,ALT PENEDES,08091,GELIDA,7,USOS DOMESTICS,12694862,
2017,BARCELONA,BERGUEDA,08092,GIRONELLA,1,PRIMARI,136265,
2017,BARCELONA,BERGUEDA,08092,GIRONELLA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,BERGUEDA,08092,GIRONELLA,4,CONSTRUCCIO I OBRES PUBLIQUES,151487,
2017,BARCELONA,BERGUEDA,08092,GIRONELLA,6,TERCIARI,4632597,
2017,BARCELONA,BERGUEDA,08092,GIRONELLA,7,USOS DOMESTICS,6308281,
2017,BARCELONA,BERGUEDA,08093,GISCLARENY,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,BERGUEDA,08093,GISCLARENY,6,TERCIARI,55694,
2017,BARCELONA,BERGUEDA,08093,GISCLARENY,7,USOS DOMESTICS,63206,
2017,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",3,INDUSTRIAL,1806577,
2017,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",4,CONSTRUCCIO I OBRES PUBLIQUES,142240,
2017,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",6,TERCIARI,3602838,
2017,BARCELONA,ALT PENEDES,08094,"GRANADA, LA",7,USOS DOMESTICS,3173348,
2017,BARCELONA,MOIANES,08095,GRANERA,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08095,GRANERA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08095,GRANERA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,MOIANES,08095,GRANERA,6,TERCIARI,64051,
2017,BARCELONA,MOIANES,08095,GRANERA,7,USOS DOMESTICS,198388,
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,1,PRIMARI,130764,
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,3,INDUSTRIAL,137667593,Inclou el consum del sector energètic.
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,4,CONSTRUCCIO I OBRES PUBLIQUES,1832262,
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,6,TERCIARI,129181341,
2017,BARCELONA,VALLES ORIENTAL,08096,GRANOLLERS,7,USOS DOMESTICS,66897082,
2017,BARCELONA,VALLES ORIENTAL,08097,GUALBA,3,INDUSTRIAL,6656965,
2017,BARCELONA,VALLES ORIENTAL,08097,GUALBA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,VALLES ORIENTAL,08097,GUALBA,6,TERCIARI,2452675,
2017,BARCELONA,VALLES ORIENTAL,08097,GUALBA,7,USOS DOMESTICS,2356140,
2017,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,1,PRIMARI,60010,
2017,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,3,INDUSTRIAL,8427729,
2017,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,4,CONSTRUCCIO I OBRES PUBLIQUES,32991,
2017,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,6,TERCIARI,2789578,
2017,BARCELONA,BAGES,08098,SANT SALVADOR DE GUARDIOLA,7,USOS DOMESTICS,4944004,
2017,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,1,PRIMARI,,Dada subjecta a secret estadístic.
2017,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,3,INDUSTRIAL,102612,
2017,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,4,CONSTRUCCIO I OBRES PUBLIQUES,14417,
2017,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,6,TERCIARI,2075893,
2017,BARCELONA,BERGUEDA,08099,GUARDIOLA DE BERGUEDA,7,USOS DOMESTICS,1384241,
2017,BARCELONA,OSONA,08100,GURB,1,PRIMARI,2337226,
2017,BARCELONA,OSONA,08100,GURB,3,INDUSTRIAL,141483341,
2017,BARCELONA,OSONA,08100,GURB,4,CONSTRUCCIO I OBRES PUBLIQUES,111698,
2017,BARCELONA,OSONA,08100,GURB,6,TERCIARI,11873916,
2017,BARCELONA,OSONA,08100,GURB,7,USOS DOMESTICS,5047791,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",1,PRIMARI,561235,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",3,INDUSTRIAL,45851218,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",4,CONSTRUCCIO I OBRES PUBLIQUES,3372125,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",5,TRANSPORT,84230280,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",6,TERCIARI,403959850,
2017,BARCELONA,BARCELONES,08101,"HOSPITALET DE LLOBREGAT, L'",7,USOS DOMESTICS,231774830,
2017,BARCELONA,ANOIA,08102,IGUALADA,1,PRIMARI,256647,
2017,BARCELONA,ANOIA,08102,IGUALADA,3,INDUSTRIAL,54988294,
2017,BARCELONA,ANOIA,08102,IGUALADA,4,CONSTRUCCIO I OBRES PUBLIQUES,614841,
2017,BARCELONA,ANOIA,08102,IGUALADA,6,TERCIARI,65569005,
2017,BARCELONA,ANOIA,08102,IGUALADA,7,USOS DOMESTICS,51479109,
2017,BARCELONA,ANOIA,08103,JORBA,1,PRIMARI,13301,
2017,BARCELONA,ANOIA,08103,JORBA,3,INDUSTRIAL,179604,
2017,BARCELONA,ANOIA,08103,JORBA,4,CONSTRUCCIO I OBRES PUBLIQUES,11238,
2017,BARCELONA,ANOIA,08103,JORBA,6,TERCIARI,2381724,
2017,BARCELONA,ANOIA,08103,JORBA,7,USOS DOMESTICS,1269315,
2017,BARCELONA,ANOIA,08104,"LLACUNA, LA",1,PRIMARI,202510,
2017,BARCELONA,ANOIA,08104,"LLACUNA, LA",3,INDUSTRIAL,414729,
2017,BARCELONA,ANOIA,08104,"LLACUNA, LA",4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,ANOIA,08104,"LLACUNA, LA",6,TERCIARI,1110292,
2017,BARCELONA,ANOIA,08104,"LLACUNA, LA",7,USOS DOMESTICS,1605865,
2017,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",3,INDUSTRIAL,18725797,
2017,BARCELONA,MOIANES,08138,MOIA,7,USOS DOMESTICS,9069496,
2017,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",4,CONSTRUCCIO I OBRES PUBLIQUES,185802,
2017,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",6,TERCIARI,14809971,
2017,BARCELONA,VALLES ORIENTAL,08105,"LLAGOSTA, LA",7,USOS DOMESTICS,12766698,
2017,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,1,PRIMARI,81712,
2017,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,3,INDUSTRIAL,70797560,
2017,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,4,CONSTRUCCIO I OBRES PUBLIQUES,198463,
2017,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,6,TERCIARI,14975725,
2017,BARCELONA,VALLES ORIENTAL,08106,LLINARS DEL VALLES,7,USOS DOMESTICS,13164617,
2017,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,1,PRIMARI,98479,
2017,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,3,INDUSTRIAL,27605432,
2017,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,4,CONSTRUCCIO I OBRES PUBLIQUES,156990,
2017,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,6,TERCIARI,18460819,
2017,BARCELONA,VALLES ORIENTAL,08107,LLIÇA D'AMUNT,7,USOS DOMESTICS,21221147,
2017,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,3,INDUSTRIAL,58950070,
2017,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,4,CONSTRUCCIO I OBRES PUBLIQUES,976658,
2017,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,6,TERCIARI,13096376,
2017,BARCELONA,VALLES ORIENTAL,08108,LLIÇA DE VALL,7,USOS DOMESTICS,9504122,
2017,BARCELONA,OSONA,08109,LLUÇA,1,PRIMARI,113857,
2017,BARCELONA,OSONA,08109,LLUÇA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08109,LLUÇA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08109,LLUÇA,6,TERCIARI,198812,
2017,BARCELONA,OSONA,08109,LLUÇA,7,USOS DOMESTICS,333732,
2017,BARCELONA,MARESME,08110,MALGRAT DE MAR,1,PRIMARI,253223,
2017,BARCELONA,MARESME,08110,MALGRAT DE MAR,3,INDUSTRIAL,24763239,
2017,BARCELONA,MARESME,08110,MALGRAT DE MAR,4,CONSTRUCCIO I OBRES PUBLIQUES,20556,
2017,BARCELONA,MARESME,08110,MALGRAT DE MAR,6,TERCIARI,32385607,
2017,BARCELONA,MARESME,08110,MALGRAT DE MAR,7,USOS DOMESTICS,22331658,
2017,BARCELONA,OSONA,08111,MALLA,1,PRIMARI,228148,
2017,BARCELONA,OSONA,08111,MALLA,3,INDUSTRIAL,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08111,MALLA,4,CONSTRUCCIO I OBRES PUBLIQUES,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08111,MALLA,6,TERCIARI,2703275,
2017,BARCELONA,OSONA,08111,MALLA,7,USOS DOMESTICS,1075689,
2017,BARCELONA,OSONA,08112,MANLLEU,1,PRIMARI,1153531,
2017,BARCELONA,OSONA,08112,MANLLEU,3,INDUSTRIAL,46879925,
2017,BARCELONA,OSONA,08112,MANLLEU,4,CONSTRUCCIO I OBRES PUBLIQUES,231280,
2017,BARCELONA,OSONA,08112,MANLLEU,5,TRANSPORT,,Dada subjecta a secret estadístic.
2017,BARCELONA,OSONA,08112,MANLLEU,6,TERCIARI,19975544,
2017,BARCELONA,OSONA,08112,MANLLEU,7,USOS DOMESTICS,22661299,
2017,BARCELONA,BAGES,08113,MANRESA,1,PRIMARI,496986,
2017,BARCELONA,BAGES,08113,MANRESA,3,INDUSTRIAL,136197164,
